Title,Channel,Duration,URL
"Power BI Interview- Unraveling the Differences: Search vs. Find (Question 42) | Detailed Breakdown","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",6 minutes 1 seconds,https://www.youtube.com/watch?v=nMDkM-oiUwA
"Power BI Interview: Mastering FIRSTNONBLANKVALUE Function - DAX Deep Dive | Interview Question #43","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",7 minutes 32 seconds,https://www.youtube.com/watch?v=JE8fnjQBVb4
"Power BI Interview Prep: DAX Functions similar to SQL window functions- Offset, Index| Question 44","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",16 minutes 12 seconds,https://www.youtube.com/watch?v=heZ5vwW0jWA
"How To Rank In Power Bi: Rank Vs Rankx| Essential Guide For Power Bi Interviews| Question 45","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",17 minutes 13 seconds,https://www.youtube.com/watch?v=Ppt3OTN2RMA
"Power BI Interview Prep: Explain the difference between GENERATE vs. CROSSJOIN| Q46 | #powerbi","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",9 minutes 25 seconds,https://www.youtube.com/watch?v=QRWBfMujaXw
"Power BI Date Tables: CALENDAR vs. CALENDARAUTO Explained | #47 Power BI Interview Q&A","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",9 minutes 53 seconds,https://www.youtube.com/watch?v=XD11xHVa85M
"Power BI Tutorial: Finding Minimum Values in Multiple Columns & Measures| Power BI Interview Q&A #48","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",9 minutes 54 seconds,https://www.youtube.com/watch?v=G2Msg11xKUs
"Power BI Interview Question #49: How to Repeat Values? Repeating Values with REPT & CONCATENATEX","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",7 minutes 32 seconds,https://www.youtube.com/watch?v=71Tw8XH8VOc
"Top 50 Power BI Interview Questions (2025) + 10 Advanced Tutorials | Ultimate Power BI Guide","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",6 hours 1 minutes 27 seconds,https://www.youtube.com/watch?v=Wfr1Wh5SxwM
"Power BI Interview: How to generate a series of odd numbers or even numbers with DAX & Power Query","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",8 minutes 3 seconds,https://www.youtube.com/watch?v=fshj5D3dG_E
"Power BI Interview Question: Cumulative Sales DAX Measure| Date table with/without Window Function","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",15 minutes 9 seconds,https://www.youtube.com/watch?v=y4zG8SQ9_8g
"Ace Your Power BI Interview: Find Top & Bottom Performers| How to get 2nd Topper without Rank-Filter","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",12 minutes 5 seconds,https://www.youtube.com/watch?v=vipvw4F8LcE
"Power BI Interview Question #53: How to add Sequence Numbers in Power BI visual?","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",7 minutes 47 seconds,https://www.youtube.com/watch?v=PlrjuyfXNaY
"Power BI Interview Questions: How to append two tables in DAX? Create Common Dimensions| SQL Union","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",6 minutes 11 seconds,https://www.youtube.com/watch?v=2RqU3tiUlC0
"Power BI Interview Ace: Window Functions for Rolling Averages & Running Totals (Explained!)| Q55","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",12 minutes 32 seconds,https://www.youtube.com/watch?v=LHkmgisyTcM
"Power BI Interview Questions: How to Identify and Remove Duplicates in Power BI | Q56- Join Failure","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",4 minutes 58 seconds,https://www.youtube.com/watch?v=rj1U_8H_2JA
"Power BI Interview Questions| Understanding Table Relationships in Power BI | Q57","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",5 minutes 42 seconds,https://www.youtube.com/watch?v=b5BqBJAdcO4
"Power BI Interview Question: What is Slowly Changing Dimensions (SCD) in Data Warehousing?","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",7 minutes 46 seconds,https://www.youtube.com/watch?v=MnAjugKga-8
"Power BI Interview Question: what is Role-Playing Dimensions? A Complete Guide","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",9 minutes 19 seconds,https://www.youtube.com/watch?v=UTTr-LvS4IM
"What is a Conformed Dimension in Power BI?| Interview Question 60| A Comprehensive Guide","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",2 minutes 25 seconds,https://www.youtube.com/watch?v=_LiwTMLKVGc
"Power BI Interview Questions- What is the difference between all and allselected in dax/power bi?","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",13 minutes 53 seconds,https://www.youtube.com/watch?v=CNXRYDZGC04
"Top 10 Power BI Interview Questions(2024) 51-60 | DAX, Relationships, SCDs, and More","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",1 hours 18 minutes 39 seconds,https://www.youtube.com/watch?v=LQ-Zi_ChVKg
"How to Handle 'Many to Many' Relationships Between Facts in Power BI | Power BI Data Modeling| Q61","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",9 minutes,https://www.youtube.com/watch?v=MPR4HEXWndI
"Power Bi Interview Question: Calculate Unique Combinations of Two Columns| Distinct Count| Q62","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",4 minutes 23 seconds,https://www.youtube.com/watch?v=4hOvTk8qVFs
"Power BI Interview Question 63- How to Show All City Values in Power BI Tooltip | Concatenatex","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",4 minutes 8 seconds,https://www.youtube.com/watch?v=pwWElCPdhvo
"Power BI Interview Question: Sort Matrix Visual Columns by Month-Year in Descending Order| Q 64","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",6 minutes 52 seconds,https://www.youtube.com/watch?v=eerzBNluw7Y
"Power BI Interview Question 65: Date Slicer Tips: Set Slicer to Today or Current Month","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",6 minutes 55 seconds,https://www.youtube.com/watch?v=RYgfrmKFG5A
"Interview Question 66: How to Change Themes in Power BI? Power BI Themes: A Beginner's Guide","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",6 minutes 39 seconds,https://www.youtube.com/watch?v=dCScT0rMxHg
"Top 10 Advanced Power BI Interview Questions (#61–70) | Master Data Modeling & Visualization","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",1 hours 4 minutes 8 seconds,https://www.youtube.com/watch?v=ZVFK-E6L6T0
"Power BI Interview Question 67:  How can I add a constant or Average/Constant Line in my visual?","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",7 minutes 20 seconds,https://www.youtube.com/watch?v=ZTRh3nWd_6E
"Power BI Interview Question #68: What is the Report Tooltip Page? Power BI Explained!","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",5 minutes 20 seconds,https://www.youtube.com/watch?v=u2-VvV6JYTg
"Power BI Interview Questions and Answers #69: What is Drill Through in Power BI?","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",11 minutes 22 seconds,https://www.youtube.com/watch?v=Yk8xWssAbdc
"Power BI Interview: Can You Drill Through from a Card Visual | Quick Guide & Demo","Learn Microsoft Fabric, Power BI, SQL Amit Chandak",6 minutes 14 seconds,https://www.youtube.com/watch?v=b8OCphhk_LE
